Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,TotalSpent,Living_With,Children,Family_Size,Is_Parent,generation
Graduate,41986.0,0,1,15,27.0,5.0,8.0,8.0,3.0,12.0,3,3,0,4,4,False,False,0,False,False,False,False,8208000000000000,44,63.0,Alone,1,2,True,Gen-X
Graduate,28427.0,1,0,67,18.0,3.0,19.0,3.0,3.0,6.0,2,2,0,3,8,False,False,0,False,False,False,False,54000000000000000,39,52.0,Partner,1,3,True,Millenials
Postgraduate,37395.0,1,0,47,18.0,0.0,9.0,0.0,1.0,11.0,1,1,0,3,6,False,False,0,False,False,False,False,26265600000000000,46,39.0,Partner,1,3,True,Gen-X
Graduate,64722.0,1,0,47,303.0,0.0,280.0,60.0,147.0,15.0,4,8,2,11,6,False,False,0,False,False,False,False,16761600000000000,51,805.0,Partner,1,3,True,Gen-X
Postgraduate,55249.0,0,1,81,97.0,1.0,19.0,2.0,0.0,11.0,1,2,1,4,3,False,False,0,False,False,False,False,20131200000000000,66,130.0,Partner,1,3,True,Boomers2
Graduate,84906.0,0,0,98,997.0,15.0,414.0,99.0,30.0,76.0,1,5,6,12,2,False,True,1,False,True,False,False,52272000000000000,50,1631.0,Partner,0,2,False,Gen-X
Graduate,28691.0,1,0,56,5.0,4.0,13.0,8.0,0.0,4.0,1,1,0,3,8,False,False,0,False,False,False,False,52531200000000000,33,34.0,Partner,1,3,True,Millenials
Graduate,44213.0,1,1,48,95.0,11.0,35.0,0.0,4.0,7.0,4,2,1,5,6,False,False,0,False,False,False,False,32140800000000000,70,152.0,Alone,2,3,True,Boomers1
Undergraduate,25707.0,1,0,18,1.0,6.0,2.0,3.0,6.0,3.0,1,1,0,3,7,False,False,0,False,False,False,False,27820800000000000,38,21.0,Alone,1,2,True,Millenials
Postgraduate,59062.0,2,1,74,46.0,1.0,12.0,3.0,0.0,9.0,2,2,0,3,4,False,False,0,False,False,False,False,54950400000000000,55,71.0,Partner,3,5,True,Gen-X
Graduate,76624.0,0,1,68,411.0,106.0,147.0,54.0,115.0,66.0,1,5,10,7,1,True,False,0,False,False,False,False,16934400000000000,60,899.0,Alone,1,2,True,Boomers2
Postgraduate,66000.0,0,0,36,244.0,51.0,270.0,101.0,0.0,45.0,1,1,3,5,1,False,False,0,False,False,False,False,19872000000000000,75,711.0,Partner,0,2,False,Boomers1
Postgraduate,27683.0,1,0,90,152.0,9.0,121.0,12.0,12.0,45.0,4,6,2,4,8,False,False,0,False,False,False,False,83980800000000000,44,351.0,Partner,1,3,True,Gen-X
Undergraduate,7500.0,1,0,63,10.0,17.0,18.0,8.0,26.0,40.0,4,3,2,2,9,False,False,0,False,False,False,False,86313600000000000,30,119.0,Alone,1,2,True,Millenials
Graduate,40521.0,1,1,82,12.0,0.0,5.0,0.0,0.0,4.0,1,0,1,2,5,False,False,0,False,False,False,False,50198400000000000,54,21.0,Partner,2,4,True,Gen-X
Postgraduate,20427.0,1,0,63,5.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,8,False,False,0,False,False,False,False,22204800000000000,49,10.0,Partner,1,3,True,Gen-X
Graduate,65106.0,0,1,55,790.0,19.0,133.0,12.0,0.0,19.0,3,8,3,13,6,False,True,0,False,False,False,False,16934400000000000,47,973.0,Partner,1,3,True,Gen-X
Postgraduate,69969.0,0,0,64,882.0,29.0,514.0,38.0,29.0,44.0,1,4,2,6,3,False,False,1,True,False,False,True,40262400000000000,57,1536.0,Partner,0,2,False,Gen-X
Graduate,67433.0,0,2,51,615.0,28.0,259.0,12.0,48.0,30.0,4,6,5,13,4,False,True,0,False,False,False,False,43891200000000000,70,992.0,Partner,2,4,True,Boomers1
Postgraduate,77766.0,0,1,97,1004.0,59.0,265.0,115.0,59.0,27.0,2,11,10,11,6,True,False,0,False,False,False,True,56332800000000000,55,1529.0,Partner,1,3,True,Gen-X
Graduate,74716.0,0,1,92,133.0,27.0,421.0,13.0,195.0,71.0,2,7,3,5,4,False,False,0,False,False,False,False,31276800000000000,50,860.0,Partner,1,3,True,Gen-X
Graduate,68118.0,0,1,51,595.0,23.0,123.0,10.0,23.0,154.0,2,8,9,4,6,False,False,0,False,False,False,False,35769600000000000,59,928.0,Alone,1,2,True,Boomers2
Postgraduate,55158.0,1,1,72,293.0,0.0,87.0,4.0,11.0,23.0,4,7,2,5,7,False,False,0,False,False,False,True,74217600000000000,52,418.0,Partner,2,4,True,Gen-X
Undergraduate,62972.0,0,1,39,313.0,15.0,47.0,20.0,0.0,192.0,2,7,4,3,6,False,False,0,False,False,False,True,86659200000000000,67,587.0,Partner,1,3,True,Boomers2
Graduate,74190.0,0,1,49,151.0,81.0,86.0,168.0,91.0,64.0,2,4,2,11,2,False,False,0,False,False,False,False,86400000000000,47,641.0,Partner,1,3,True,Gen-X
Graduate,39356.0,1,1,21,15.0,0.0,2.0,0.0,0.0,6.0,1,1,0,2,6,True,False,0,False,False,False,False,22636800000000000,46,23.0,Partner,2,4,True,Gen-X
Graduate,76653.0,0,0,91,736.0,63.0,946.0,219.0,189.0,126.0,1,4,7,11,2,False,False,1,True,False,False,False,41212800000000000,53,2279.0,Partner,0,2,False,Gen-X
Postgraduate,35860.0,1,1,37,15.0,0.0,8.0,4.0,2.0,20.0,2,1,1,2,5,True,False,0,False,False,False,False,17366400000000000,49,49.0,Alone,2,3,True,Gen-X
Postgraduate,90687.0,0,0,98,982.0,17.0,672.0,23.0,34.0,51.0,1,6,2,8,2,False,False,1,False,False,False,True,48643200000000000,39,1779.0,Alone,0,1,False,Millenials
Postgraduate,73450.0,0,0,85,1142.0,51.0,415.0,90.0,69.0,37.0,1,7,8,11,3,True,False,0,True,False,False,False,49507200000000000,40,1804.0,Partner,0,2,False,Millenials
Graduate,31454.0,1,1,40,28.0,0.0,11.0,0.0,0.0,9.0,3,2,0,3,8,False,False,0,False,False,False,False,47260800000000000,62,48.0,Partner,2,4,True,Boomers2
Graduate,47139.0,1,1,2,46.0,0.0,12.0,0.0,2.0,23.0,2,2,1,2,7,False,False,0,False,False,False,True,16070400000000000,70,83.0,Alone,2,3,True,Boomers1
Graduate,83829.0,0,0,78,897.0,161.0,430.0,186.0,161.0,27.0,0,4,7,6,1,True,False,1,True,False,False,True,41731200000000000,47,1862.0,Alone,0,1,False,Gen-X
Postgraduate,53378.0,1,1,41,489.0,6.0,152.0,8.0,6.0,132.0,10,9,4,6,8,False,False,0,False,False,False,True,69379200000000000,59,793.0,Partner,2,4,True,Boomers2
Graduate,19656.0,1,0,94,25.0,4.0,9.0,6.0,8.0,32.0,3,2,1,3,7,False,False,0,False,False,False,False,42422400000000000,52,84.0,Partner,1,3,True,Gen-X
Postgraduate,45579.0,0,1,10,145.0,1.0,33.0,2.0,1.0,1.0,1,4,1,4,6,False,False,0,False,False,False,False,40867200000000000,74,183.0,Partner,1,3,True,Boomers1
Undergraduate,85485.0,0,0,73,630.0,26.0,611.0,44.0,18.0,54.0,1,6,6,6,2,False,False,0,False,False,False,False,14515200000000000,64,1383.0,Alone,0,1,False,Boomers2
Graduate,55956.0,0,0,22,760.0,38.0,104.0,50.0,9.0,38.0,2,7,3,4,4,False,True,0,False,False,False,False,13392000000000000,78,999.0,Partner,0,2,False,Post-War
Postgraduate,64191.0,0,1,30,420.0,15.0,186.0,151.0,38.0,15.0,3,5,3,13,3,False,False,0,False,False,False,False,59011200000000000,59,825.0,Alone,1,2,True,Boomers2
Graduate,38808.0,1,0,21,125.0,17.0,52.0,3.0,19.0,30.0,4,5,1,4,8,True,False,0,False,False,False,True,71884800000000000,50,246.0,Alone,1,2,True,Gen-X
Postgraduate,57183.0,1,1,51,464.0,5.0,64.0,7.0,0.0,70.0,8,9,1,7,8,False,False,0,False,False,False,False,54172800000000000,56,610.0,Partner,2,4,True,Gen-X
Postgraduate,23748.0,1,0,97,6.0,6.0,29.0,12.0,15.0,8.0,3,2,1,3,8,False,False,0,False,False,False,False,64368000000000000,54,76.0,Alone,1,2,True,Gen-X
Graduate,66303.0,0,1,56,1090.0,12.0,96.0,16.0,12.0,60.0,4,3,4,11,8,False,True,0,False,False,False,False,55987200000000000,51,1286.0,Partner,1,3,True,Gen-X
Postgraduate,37368.0,1,0,4,3.0,2.0,11.0,2.0,2.0,10.0,1,1,0,2,6,True,False,0,False,False,False,False,30672000000000000,47,30.0,Partner,1,3,True,Gen-X
Graduate,40800.0,1,2,77,24.0,0.0,27.0,8.0,30.0,10.0,2,3,0,3,7,False,False,0,False,False,True,False,60825600000000000,58,99.0,Partner,3,5,True,Boomers2
Graduate,71847.0,0,0,95,737.0,21.0,106.0,55.0,63.0,210.0,0,6,7,9,3,False,False,0,True,False,False,False,69638400000000000,44,1192.0,Alone,0,1,False,Gen-X
Graduate,46149.0,0,1,36,254.0,6.0,71.0,4.0,0.0,27.0,5,5,1,7,5,False,False,0,False,False,False,False,32140800000000000,47,362.0,Partner,1,3,True,Gen-X
Graduate,78687.0,0,0,13,817.0,185.0,687.0,145.0,55.0,241.0,1,4,6,8,2,False,False,1,False,False,False,True,70761600000000000,39,2130.0,Partner,0,2,False,Millenials
Undergraduate,49118.0,0,0,90,620.0,54.0,239.0,99.0,98.0,119.0,2,9,7,10,7,False,True,0,False,True,False,True,72576000000000000,51,1229.0,Alone,0,1,False,Gen-X
Postgraduate,37633.0,1,1,49,13.0,4.0,20.0,0.0,0.0,1.0,2,1,0,3,9,False,False,0,False,False,False,False,69724800000000000,65,38.0,Partner,2,4,True,Boomers2
Postgraduate,39767.0,0,0,18,113.0,61.0,204.0,34.0,26.0,47.0,2,7,1,7,8,False,False,0,False,False,False,False,43459200000000000,71,485.0,Partner,0,2,False,Boomers1
Undergraduate,26997.0,0,0,89,7.0,23.0,78.0,133.0,49.0,144.0,2,4,2,5,7,False,False,0,False,False,False,False,81129600000000000,71,434.0,Partner,0,2,False,Boomers1
Graduate,33986.0,1,0,43,16.0,2.0,18.0,2.0,1.0,5.0,1,1,0,3,7,False,False,0,False,False,False,False,54604800000000000,52,44.0,Alone,1,2,True,Gen-X
Postgraduate,57091.0,0,1,82,462.0,0.0,24.0,6.0,0.0,4.0,2,9,2,5,7,False,True,0,False,False,False,True,64195200000000000,50,496.0,Partner,1,3,True,Gen-X
Undergraduate,46831.0,1,1,84,22.0,2.0,10.0,6.0,4.0,34.0,2,1,2,2,4,False,False,0,False,False,False,False,42076800000000000,53,78.0,Partner,2,4,True,Gen-X
Postgraduate,83151.0,0,0,80,968.0,147.0,842.0,137.0,42.0,210.0,1,5,7,10,2,True,False,1,True,False,False,True,37152000000000000,50,2346.0,Partner,0,2,False,Gen-X
Graduate,52531.0,0,0,68,283.0,112.0,151.0,51.0,72.0,125.0,2,7,2,10,6,False,False,0,False,False,False,False,60998400000000000,51,794.0,Partner,0,2,False,Gen-X
Graduate,15759.0,0,0,12,1.0,2.0,5.0,6.0,0.0,3.0,1,1,0,2,7,False,False,0,False,False,False,False,49766400000000000,66,17.0,Partner,0,2,False,Boomers2
Graduate,22804.0,1,0,75,14.0,1.0,7.0,2.0,1.0,1.0,1,2,0,2,9,False,False,0,False,False,False,False,42595200000000000,51,26.0,Alone,1,2,True,Gen-X
Undergraduate,43050.0,1,0,10,30.0,5.0,24.0,6.0,3.0,8.0,2,2,0,4,5,False,False,0,False,False,False,False,22723200000000000,49,76.0,Partner,1,3,True,Gen-X
Postgraduate,42997.0,1,1,91,4.0,0.0,5.0,0.0,1.0,5.0,1,1,0,2,7,False,False,0,False,False,False,False,44236800000000000,45,15.0,Alone,2,3,True,Gen-X
Postgraduate,48918.0,1,1,21,52.0,0.0,9.0,0.0,0.0,1.0,2,1,0,4,4,False,False,0,False,False,False,False,172800000000000,59,62.0,Alone,2,3,True,Boomers2
Postgraduate,60033.0,0,1,28,62.0,1.0,57.0,19.0,11.0,48.0,2,2,1,5,2,False,False,0,False,False,False,False,21772800000000000,68,198.0,Partner,1,3,True,Boomers1
Postgraduate,34043.0,1,0,97,20.0,2.0,14.0,3.0,0.0,10.0,1,2,0,2,9,False,False,0,False,False,False,False,35164800000000000,44,49.0,Partner,1,3,True,Gen-X
Graduate,57811.0,0,1,49,545.0,7.0,114.0,37.0,21.0,78.0,5,7,2,11,5,False,True,0,False,False,False,False,45792000000000000,56,802.0,Partner,1,3,True,Gen-X
Graduate,78569.0,0,0,14,558.0,79.0,622.0,207.0,175.0,95.0,1,4,6,4,1,False,False,1,False,False,False,True,25056000000000000,76,1736.0,Partner,0,2,False,Boomers1
Graduate,7500.0,1,1,5,6.0,5.0,4.0,13.0,4.0,25.0,4,2,1,3,6,False,False,0,False,False,False,False,61257600000000000,44,57.0,Alone,2,3,True,Gen-X
Graduate,94384.0,0,0,62,1111.0,24.0,790.0,160.0,45.0,172.0,0,5,8,5,2,False,True,1,True,False,False,True,52876800000000000,69,2302.0,Partner,0,2,False,Boomers1
Undergraduate,23148.0,0,0,83,4.0,6.0,8.0,6.0,3.0,10.0,1,2,0,3,7,False,False,0,False,False,False,False,25142400000000000,37,37.0,Partner,0,2,False,Millenials
Graduate,44267.0,1,1,48,183.0,5.0,65.0,3.0,5.0,49.0,5,5,2,4,9,False,False,0,False,False,False,False,56073600000000000,52,310.0,Alone,2,3,True,Gen-X
Graduate,71626.0,0,0,94,546.0,72.0,376.0,94.0,145.0,72.0,1,5,5,8,3,False,True,0,False,False,False,False,91584000000000000,43,1305.0,Partner,0,2,False,Gen-X
Graduate,60894.0,0,1,61,606.0,7.0,155.0,10.0,0.0,54.0,5,10,3,8,7,False,False,0,False,False,False,False,45446400000000000,56,832.0,Partner,1,3,True,Gen-X
Graduate,50200.0,1,1,70,266.0,6.0,51.0,8.0,6.0,64.0,6,7,1,5,8,False,False,0,False,False,False,False,55468800000000000,46,401.0,Partner,2,4,True,Gen-X
Postgraduate,81051.0,0,0,43,1142.0,29.0,249.0,38.0,29.0,14.0,1,5,5,12,2,False,True,1,False,False,False,False,17020800000000000,57,1501.0,Partner,0,2,False,Gen-X
Graduate,65169.0,0,0,23,1074.0,0.0,69.0,0.0,0.0,46.0,1,10,4,13,6,True,False,1,True,True,False,True,28166400000000000,40,1189.0,Partner,0,2,False,Millenials
Graduate,59868.0,0,1,37,771.0,51.0,154.0,54.0,10.0,154.0,7,11,2,12,6,False,False,0,False,False,False,False,43372800000000000,50,1194.0,Partner,1,3,True,Gen-X
Postgraduate,65695.0,0,1,50,371.0,32.0,189.0,0.0,58.0,6.0,2,5,4,10,4,False,False,0,False,False,False,False,26697600000000000,62,656.0,Partner,1,3,True,Boomers2
Postgraduate,64857.0,0,0,78,556.0,14.0,717.0,210.0,0.0,43.0,1,7,5,10,4,False,False,0,False,False,False,False,64195200000000000,66,1540.0,Alone,0,1,False,Boomers2
Postgraduate,45143.0,0,1,74,202.0,5.0,74.0,11.0,5.0,14.0,3,6,1,5,7,False,False,0,False,False,False,False,40348800000000000,57,311.0,Partner,1,3,True,Gen-X
Undergraduate,74805.0,0,1,14,209.0,162.0,209.0,41.0,162.0,37.0,5,4,7,10,2,False,False,0,False,False,False,False,46915200000000000,67,820.0,Partner,1,3,True,Boomers2
Undergraduate,59060.0,1,0,77,35.0,40.0,111.0,36.0,40.0,12.0,3,3,1,7,4,False,False,0,False,False,False,False,3024000000000000,33,274.0,Partner,1,3,True,Millenials
Postgraduate,27238.0,1,1,39,37.0,0.0,17.0,0.0,0.0,3.0,3,3,0,3,9,False,False,0,False,False,False,False,51408000000000000,60,57.0,Alone,2,3,True,Boomers2
Graduate,47009.0,0,1,89,171.0,45.0,73.0,59.0,10.0,90.0,4,3,2,8,4,False,False,0,False,False,False,False,60048000000000000,57,448.0,Partner,1,3,True,Gen-X
Undergraduate,46094.0,1,1,62,12.0,2.0,20.0,3.0,2.0,5.0,1,1,0,3,7,False,False,0,False,False,False,False,5270400000000000,49,44.0,Partner,2,4,True,Gen-X
Graduate,40321.0,1,1,59,44.0,4.0,21.0,6.0,0.0,27.0,2,3,0,3,7,False,False,0,False,False,False,False,42768000000000000,50,102.0,Partner,2,4,True,Gen-X
Graduate,37235.0,1,0,68,20.0,2.0,9.0,4.0,6.0,20.0,1,1,1,2,4,False,False,0,False,False,False,False,29203200000000000,38,61.0,Partner,1,3,True,Millenials
Postgraduate,81843.0,0,0,13,779.0,86.0,537.0,34.0,69.0,138.0,1,5,9,12,3,False,False,0,False,False,False,False,51235200000000000,62,1643.0,Partner,0,2,False,Boomers2
Postgraduate,46692.0,0,1,37,170.0,6.0,97.0,24.0,12.0,88.0,3,6,1,5,6,False,False,0,False,False,False,False,47347200000000000,64,397.0,Partner,1,3,True,Boomers2
Graduate,77382.0,0,1,36,491.0,48.0,231.0,112.0,105.0,134.0,2,5,7,12,1,False,False,1,False,False,False,False,13651200000000000,54,1121.0,Partner,1,3,True,Gen-X
Graduate,37774.0,2,0,28,173.0,8.0,107.0,7.0,2.0,176.0,4,7,2,3,9,True,False,0,False,False,True,True,86572800000000000,45,473.0,Alone,2,3,True,Gen-X
Undergraduate,18393.0,1,0,2,7.0,10.0,13.0,16.0,0.0,4.0,2,3,0,3,8,False,False,0,False,False,False,False,21772800000000000,48,50.0,Partner,1,3,True,Gen-X
Postgraduate,72828.0,0,1,17,1205.0,0.0,235.0,19.0,14.0,205.0,6,6,3,13,7,False,False,0,False,False,False,False,57024000000000000,60,1678.0,Partner,1,3,True,Boomers2
Graduate,24711.0,0,0,86,10.0,7.0,25.0,6.0,3.0,7.0,1,3,0,3,7,False,False,0,False,False,False,False,20044800000000000,40,58.0,Partner,0,2,False,Millenials
Postgraduate,45503.0,1,0,54,97.0,4.0,44.0,6.0,1.0,18.0,1,3,1,4,5,False,False,0,False,False,False,False,37756800000000000,47,170.0,Partner,1,3,True,Gen-X
Postgraduate,71604.0,0,0,3,345.0,53.0,528.0,98.0,75.0,97.0,1,8,3,5,4,True,False,0,False,False,False,True,33177600000000000,77,1196.0,Partner,0,2,False,Post-War
Graduate,27244.0,1,0,84,6.0,5.0,17.0,3.0,24.0,46.0,2,2,2,2,7,False,False,0,False,False,False,False,13478400000000000,43,101.0,Partner,1,3,True,Gen-X
Graduate,48752.0,1,1,8,73.0,57.0,100.0,71.0,15.0,0.0,5,6,1,5,9,False,False,0,False,False,False,True,62553600000000000,53,316.0,Partner,2,4,True,Gen-X
Graduate,71434.0,0,1,4,711.0,36.0,217.0,172.0,96.0,168.0,3,7,4,7,4,False,True,0,True,False,False,False,38361600000000000,60,1400.0,Partner,1,3,True,Boomers2
Graduate,90842.0,0,0,57,774.0,70.0,118.0,182.0,187.0,93.0,1,4,9,13,1,False,False,0,False,False,False,False,42768000000000000,74,1424.0,Alone,0,1,False,Boomers1
Postgraduate,88097.0,1,0,24,163.0,0.0,480.0,0.0,126.0,75.0,1,6,5,8,9,False,True,1,True,False,False,True,72576000000000000,44,844.0,Partner,1,3,True,Gen-X
Graduate,51948.0,0,1,51,82.0,33.0,54.0,71.0,30.0,41.0,2,5,2,4,5,False,False,0,False,False,False,False,38448000000000000,47,311.0,Partner,1,3,True,Gen-X
Graduate,71853.0,0,0,29,358.0,108.0,413.0,141.0,97.0,32.0,1,2,8,6,1,False,False,0,False,False,False,False,42163200000000000,40,1149.0,Partner,0,2,False,Millenials
Postgraduate,35876.0,0,0,13,66.0,2.0,40.0,4.0,3.0,14.0,1,3,1,3,6,False,False,0,False,False,False,False,19872000000000000,39,129.0,Partner,0,2,False,Millenials
Graduate,40049.0,0,1,23,13.0,6.0,7.0,0.0,3.0,3.0,1,1,0,3,6,False,False,0,False,False,False,False,35942400000000000,70,32.0,Alone,1,2,True,Boomers1
Graduate,39660.0,1,0,36,139.0,13.0,78.0,20.0,13.0,36.0,3,7,1,3,9,False,False,0,False,False,False,True,73440000000000000,40,299.0,Alone,1,2,True,Millenials
Graduate,50127.0,0,1,88,274.0,0.0,21.0,4.0,6.0,15.0,1,5,1,6,6,False,True,0,False,False,False,False,16502400000000000,60,320.0,Partner,1,3,True,Boomers2
Postgraduate,43263.0,0,1,2,262.0,6.0,61.0,0.0,10.0,102.0,3,5,2,6,5,False,False,0,False,False,False,False,64368000000000000,45,441.0,Partner,1,3,True,Gen-X
Postgraduate,62845.0,1,1,3,1099.0,0.0,45.0,0.0,0.0,34.0,11,3,4,10,8,False,True,0,False,False,False,True,91670400000000000,73,1178.0,Partner,2,4,True,Boomers1
Graduate,18929.0,0,0,15,32.0,0.0,8.0,23.0,4.0,18.0,1,1,0,4,6,False,False,0,False,False,False,False,56851200000000000,32,85.0,Partner,0,2,False,Millenials
Undergraduate,24367.0,1,0,58,2.0,4.0,2.0,0.0,11.0,5.0,1,1,0,2,9,False,False,0,False,False,False,False,54086400000000000,40,24.0,Alone,1,2,True,Millenials
Graduate,33249.0,1,0,11,6.0,10.0,21.0,19.0,14.0,42.0,2,2,1,3,6,False,False,0,False,False,False,False,56505600000000000,47,112.0,Alone,1,2,True,Gen-X
Undergraduate,26887.0,0,1,27,6.0,7.0,4.0,3.0,4.0,6.0,1,1,0,3,6,False,False,0,False,False,False,False,37152000000000000,63,30.0,Partner,1,3,True,Boomers2
Postgraduate,50150.0,0,0,32,135.0,46.0,92.0,65.0,61.0,11.0,2,5,2,7,5,False,False,0,False,False,False,False,46137600000000000,39,410.0,Partner,0,2,False,Millenials
Graduate,62061.0,0,1,12,641.0,7.0,84.0,0.0,30.0,38.0,3,10,4,7,6,False,True,0,False,False,False,False,39916800000000000,46,800.0,Partner,1,3,True,Gen-X
Postgraduate,85696.0,0,0,88,714.0,76.0,395.0,116.0,0.0,12.0,1,4,6,9,1,False,False,0,False,False,False,True,55382400000000000,60,1313.0,Alone,0,1,False,Boomers2
Postgraduate,76542.0,0,0,91,794.0,73.0,573.0,0.0,29.0,14.0,1,4,8,10,2,False,False,0,False,False,False,False,53222400000000000,66,1483.0,Partner,0,2,False,Boomers2
Graduate,70515.0,0,0,12,420.0,0.0,452.0,182.0,64.0,140.0,1,6,6,4,2,False,False,0,False,False,False,True,35510400000000000,29,1258.0,Alone,0,1,False,Millenials
Graduate,18227.0,1,0,21,1.0,2.0,7.0,4.0,3.0,11.0,1,0,1,2,8,False,False,0,False,False,False,False,73180800000000000,35,28.0,Partner,1,3,True,Millenials
Graduate,69139.0,0,1,23,86.0,12.0,75.0,33.0,15.0,6.0,1,4,1,5,4,False,False,0,False,False,False,False,27043200000000000,57,227.0,Partner,1,3,True,Gen-X
Graduate,69109.0,0,0,10,823.0,25.0,459.0,124.0,29.0,95.0,1,6,6,7,4,False,False,1,False,False,False,True,70502400000000000,40,1555.0,Partner,0,2,False,Millenials
Graduate,69627.0,0,1,35,231.0,161.0,215.0,171.0,30.0,53.0,2,8,2,11,5,False,False,0,False,False,False,False,54345600000000000,60,861.0,Alone,1,2,True,Boomers2
Graduate,38136.0,1,0,69,8.0,15.0,27.0,0.0,20.0,33.0,2,3,1,2,8,True,False,0,False,False,False,False,51235200000000000,44,103.0,Partner,1,3,True,Gen-X
Postgraduate,62159.0,0,0,68,182.0,17.0,259.0,77.0,70.0,29.0,1,6,2,10,4,False,False,0,False,False,False,False,19180800000000000,76,634.0,Alone,0,1,False,Boomers1
Graduate,80695.0,0,0,85,557.0,129.0,984.0,193.0,37.0,18.0,1,5,8,5,2,False,False,0,False,False,False,False,29548800000000000,59,1918.0,Alone,0,1,False,Boomers2
Postgraduate,33316.0,1,1,34,79.0,1.0,31.0,4.0,4.0,12.0,3,2,1,4,6,False,False,0,False,False,False,False,52272000000000000,51,131.0,Alone,2,3,True,Gen-X
Graduate,58554.0,1,1,55,368.0,24.0,68.0,38.0,0.0,88.0,6,8,2,6,7,False,False,0,False,False,False,False,69206400000000000,54,586.0,Partner,2,4,True,Gen-X
Undergraduate,17256.0,1,0,10,6.0,4.0,14.0,8.0,8.0,22.0,2,2,1,2,8,True,False,0,False,False,False,False,32659200000000000,30,62.0,Partner,1,3,True,Millenials
Graduate,53034.0,1,1,30,160.0,15.0,196.0,15.0,11.0,50.0,8,6,1,7,8,False,False,0,False,False,False,False,47952000000000000,48,447.0,Alone,2,3,True,Gen-X
Undergraduate,52203.0,0,0,36,488.0,21.0,238.0,56.0,108.0,28.0,1,8,7,11,6,False,False,0,False,False,False,False,74131200000000000,72,939.0,Partner,0,2,False,Boomers1
Undergraduate,59601.0,0,1,14,691.0,7.0,69.0,0.0,7.0,23.0,4,2,2,7,8,False,True,0,False,False,False,False,43113600000000000,45,797.0,Alone,1,2,True,Gen-X
Postgraduate,75154.0,0,1,79,543.0,10.0,205.0,160.0,143.0,82.0,1,6,3,6,3,False,False,0,False,False,False,True,83894400000000000,64,1143.0,Alone,1,2,True,Boomers2
Graduate,47025.0,0,1,52,254.0,7.0,108.0,20.0,0.0,26.0,3,6,3,5,6,False,False,0,False,False,False,False,44323200000000000,46,415.0,Alone,1,2,True,Gen-X
Graduate,37971.0,1,0,97,5.0,4.0,10.0,2.0,2.0,7.0,1,1,0,3,8,False,False,0,False,False,False,False,32486400000000000,49,30.0,Partner,1,3,True,Gen-X
Postgraduate,41335.0,1,0,24,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,False,False,0,False,False,False,False,29808000000000000,54,187.0,Alone,1,2,True,Gen-X
Graduate,67267.0,0,1,0,134.0,11.0,59.0,15.0,2.0,30.0,1,3,2,5,2,False,False,0,False,False,False,False,17884800000000000,64,251.0,Partner,1,3,True,Boomers2
Graduate,57338.0,0,1,96,143.0,6.0,52.0,11.0,8.0,17.0,2,4,1,5,5,False,False,0,False,False,False,False,19094400000000000,47,237.0,Alone,1,2,True,Gen-X
Undergraduate,50523.0,1,1,89,51.0,4.0,24.0,4.0,7.0,1.0,2,2,0,4,6,False,False,0,False,False,False,False,29894400000000000,62,91.0,Partner,2,4,True,Boomers2
Postgraduate,35791.0,2,1,94,27.0,0.0,5.0,0.0,0.0,3.0,2,1,0,3,8,False,False,0,False,False,False,False,47433600000000000,57,35.0,Alone,3,4,True,Gen-X
Postgraduate,50611.0,0,1,98,459.0,0.0,24.0,6.0,0.0,4.0,6,4,5,7,6,False,True,0,False,False,False,False,83808000000000000,62,493.0,Alone,1,2,True,Boomers2
Postgraduate,56242.0,0,1,72,689.0,8.0,167.0,11.0,8.0,88.0,5,8,4,11,6,False,False,0,False,False,False,False,55555200000000000,53,971.0,Partner,1,3,True,Gen-X
Graduate,48904.0,0,1,1,283.0,10.0,38.0,0.0,13.0,27.0,4,7,2,4,8,False,False,0,False,False,False,False,88819200000000000,62,371.0,Alone,1,2,True,Boomers2
Graduate,56243.0,1,2,26,347.0,0.0,35.0,4.0,3.0,7.0,6,4,2,8,5,False,False,0,False,False,False,False,29462400000000000,47,396.0,Alone,3,4,True,Gen-X
Graduate,21355.0,1,0,5,5.0,13.0,14.0,0.0,5.0,31.0,2,2,1,2,6,True,False,0,False,False,False,True,40867200000000000,37,68.0,Partner,1,3,True,Millenials
Postgraduate,57420.0,0,1,22,280.0,0.0,18.0,0.0,0.0,24.0,3,5,1,6,7,False,True,0,False,False,False,False,45705600000000000,51,322.0,Partner,1,3,True,Gen-X
Postgraduate,46390.0,0,1,56,95.0,14.0,64.0,2.0,9.0,38.0,1,4,2,3,7,False,False,0,False,False,False,False,18576000000000000,67,222.0,Alone,1,2,True,Boomers2
Undergraduate,54342.0,1,1,74,84.0,10.0,34.0,11.0,10.0,28.0,4,3,1,4,6,False,False,0,False,False,False,False,55209600000000000,66,177.0,Partner,2,4,True,Boomers2
